total_sqft,bhk,baths,prices_lakh,area_ Built-up Area,area_ Carpet Area,area_ Plot Area,area_ Super built-up Area,price_per_sqft,Burari,Dilshad Colony,Dilshad Garden,Dwarka Mor,Hari Nagar,Laxmi Nagar,Mahavir Enclave,Mehrauli,Mohan Garden,Om Vihar,Paschim Vihar,Pitampura,Sector 16 Rohini,Sector 22 Rohini,Shahadra,Tilak Nagar,Uttam Nagar,Vikas Puri,Vishnu Garden
387,1,1,24,0,1,0,0,6201.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1,1,17,0,1,0,0,4722.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,3,2,100,0,0,0,1,10582.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,1,19.5,1,0,0,0,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,1,90,1,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2,2,80,1,0,0,0,10624.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,3,2,105,1,0,0,0,10606.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,18,1,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,75,0,0,0,1,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,2,1,55,0,1,0,0,8593.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1,1,40,1,0,0,0,7407.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2,2,75,0,1,0,0,10416.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,2,2,155,0,1,0,0,16402.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,1,1,32,0,0,0,1,6808.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,1,1,19.5,0,0,0,1,3939.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1,2,18,0,1,0,0,3214.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1,2,15,1,0,0,0,4166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,3,3,145,1,0,0,0,15104.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,21,0,1,0,0,4666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,2,2,200,1,0,0,0,26315.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1,1,20.5,0,1,0,0,5061.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1,1,21,0,1,0,0,5185.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,1,1,66,0,1,0,0,10963.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,70,0,1,0,0,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,1,2,110,0,1,0,0,13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,30,1,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,2,2,110,1,0,0,0,12359.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,1,22,0,1,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,84.5,0,0,0,1,9388.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,3,2,110,0,1,0,0,11224.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,3,130,0,1,0,0,14444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2,2,55,0,1,0,0,8148.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,90,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,99.8,0,1,0,0,11088.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,2,2,95,0,0,0,1,11728.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,2,85,1,0,0,0,11333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,125,1,0,0,0,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2,1,120,0,1,0,0,15936.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,2,45,0,0,1,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2,1,55,0,1,0,0,8148.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,3,75,0,0,1,0,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,120,0,1,0,0,13333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,95,1,0,0,0,10555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,2,2,90,0,1,0,0,9523.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,1,1,18,0,0,0,1,5389.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,2,58.5,1,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1,1,15,0,0,0,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,30,1,0,0,0,6666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,1,1,11,0,1,0,0,2391.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2,2,80,0,1,0,0,11851.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1,1,12.3,0,1,0,0,3617.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,2,2,60,1,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,28,0,1,0,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2,2,82,0,1,0,0,10889.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,1,1,46,0,1,0,0,9583.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,50,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
